"","Ticker","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Year","Date","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio"
"5169","RL",311,"Consumer Discretionary",1,"RL_quarterly_financial_data.xls","ralph lauren","ralph lauren corporation","ralph lauren corp","2015","2015-12-26",84014734,84014734,1,"6.341e+09","3.452e+09","2.537e+09","1214000000","3.804e+09",0,0,1.149e+09,8.65e+08,"1946000000","131000000","131000000","1.55","1.54",0.5,"486000000","-80000000","-252000000","147000000","527000000",1.23e+08,"120.34","137.38","103.29","0.1251","0.0768","45.28","2.67","18.74",9.45,"0.3556","0.2274","0.5999","0.0646","1.19","4.32","2.8435"
"5175","ROK",312,"Industrials",6,"ROK_quarterly_financial_data.xls","rockwell automation","rockwell automation inc","rockwell automation inc","2017","2017-12-31",127784810,127784810,1,"7158700000","4533900000","5002500000","2286600000","2156200000",0,0,1316300000,1239300000,"1586600000","-236400000","-236400000","-1.84","-1.84",0.835,"212700000","-33000000","-26600000","136100000","1547000000",33900000,"194.36","210.72","178","0.1629","0.0524","16.87","9.38","30.61",67.43,"1.0671","0.5748","0.3012","0.0585","0.9","1.4","1.9828"
"5179","ROK",312,"Industrials",6,"ROK_quarterly_financial_data.xls","rockwell automation","rockwell automation inc","rockwell automation inc","2012","2012-12-31",139803729,139803729,1,"5711100000","3392600000","3743300000","1487900000","1967800000",0,0,1242100000,9.05e+08,"1489200000","161400000","161400000","1.16","1.14",0.47,"160300000","-105800000","-13700000","50400000","954300000",21600000,"76.55","84.8","68.3","0.368","0.1291","14.08","5.76","14.92",54.22,"0.3534","0.4599","0.3446","0.114","1.13","0.99","2.2801"
"5186","ROK",312,"Industrials",6,"ROK_quarterly_financial_data.xls","rockwell automation","rockwell automation inc","rockwell automation inc","2014","2014-12-31",135444053,135444053,1,"6202000000","3932500000","3632900000","1770800000","2569100000",0,0,1.297e+09,905600000,"1574400000","214200000","214200000","1.58","1.56",0.65,"268200000","-57000000","-64400000","100600000","1291900000",39900000,"108.44","118.32","98.55","0.3151","0.1363","18.97","5.54","18.35",58.7,"0.3895","0.3525","0.4142","0.1276","1.07","1.69","2.2207"
"5187","ROK",312,"Industrials",6,"ROK_quarterly_financial_data.xls","rockwell automation","rockwell automation inc","rockwell automation inc","2013","2013-12-31",138781301,138781301,1,"5940800000","3719800000","3253000000","1538700000","2687800000",0,0,1293600000,905100000,"1591700000","198100000","198100000","1.43","1.41",0.58,"203500000","-98900000","-59700000","45100000","1246000000",35600000,"111","119.03","102.98","0.341","0.1363","19.37","5.95","20.71",56.31,"0.3661","0.3367","0.4524","0.1229","1.11","1.21","2.4175"
"5189","ROK",312,"Industrials",6,"ROK_quarterly_financial_data.xls","rockwell automation","rockwell automation inc","rockwell automation inc","2016","2016-12-31",128599808,128599808,1,"7094300000","4487200000","5044600000","2203900000","2049700000",0,0,1298400000,1240900000,"1490300000","214700000","214700000","1.67","1.65",0.76,"310800000","-37600000","-151900000","68200000","1594600000",39100000,"127.05","139.64","114.46","0.3624","0.11","15.94","8.19","22.85",64.31,"0.5005","0.6054","0.2889","0.1277","0.86","2.11","2.036"
"5190","ROK",312,"Industrials",6,"ROK_quarterly_financial_data.xls","rockwell automation","rockwell automation inc","rockwell automation inc","2015","2015-12-31",131423076,131423076,1,"6419700000","3957200000","4183200000","1383400000","2236500000",0,0,1240900000,1492900000,"1426600000","185500000","185500000","1.41","1.4",0.725,"184800000","-91300000","-57300000","21900000","1449200000",4e+07,"104.75","111.03","98.47","0.3323","0.1253","17.02","6.13","17.2",61.38,"0.447","0.6675","0.3484","0.1297","0.97","1.1","2.8605"
"5193","ROP",313,"Industrials",6,"ROP_quarterly_financial_data.xls","roper industries","roper industries inc","roper industries inc","2015","2015-12-31",101064624,101064624,1,"10168365000","1618047000","4869418000","720128000","5298947000",0,0,8353722000,3264417000,"943640000","208597000","208597000","2.08","2.04",0.3,"269258000","-641681000","466910000","77933000","778511000",8355000,"176.29","194.83","157.75","0.1375","0.074","52.43","3.46","26.51",6.67,"0.152","0.6161","0.5211","0.1943","0.38","2.58","2.2469"
"5198","ROP",313,"Industrials",6,"ROP_quarterly_financial_data.xls","roper industries","roper industries inc","roper industries inc","2014","2014-12-31",100356523,100356523,1,"8412934000","1512105000","3657574000","627947000","4755360000",0,0,6689420000,2203031000,"946145000","185936000","185936000","1.86","1.84",0.25,"261209000","-7712000","-184632000","46318000","610430000",7565000,"149.56","160.48","138.63","0.1411","0.0774","47.38","3.29","24.08",5.62,"0.1323","0.4633","0.5652","0.182","0.43","2.53","2.408"
"5200","ROP",313,"Industrials",6,"ROP_quarterly_financial_data.xls","roper industries","roper industries inc","roper industries inc","2016","2016-12-31",101874232,101874232,1,"14324927000","1776501000","8536062000","1445272000","5788865000",0,0,12302985000,5808561000,"1010800000","182081000","182081000","1.79","1.78",0.35,"270412000","-3449238000","3084558000","-125070000","757200000",13169000,"177.97","188.04","167.91","0.1171","0.0581","56.82","3.16","26.6",7.92,"0.1926","1.0034","0.4041","0.1738","0.33","2.53","1.2292"
"5201","ROP",313,"Industrials",6,"ROP_quarterly_financial_data.xls","roper industries","roper industries inc","roper industries inc","2013","2013-12-31",99547874,99547874,1,"8184981000","1373337000","3971931000","643091000","4213050000",0,0,6589134000,2453836000,"889173000","165703000","165703000","1.68","1.65",0.2,"235780000","-69158000","-165887000","-260000","459720000",8745000,"131.13","138.68","123.57","0.135","0.0679","42.32","3.21","25.36",4.77,"0.1282","0.5824","0.5147","0.1662","0.41","2.28","2.1355"
"5203","ROP",313,"Industrials",6,"ROP_quarterly_financial_data.xls","roper industries","roper industries inc","roper industries inc","2017","2017-12-31",102826454,102826454,1,"14316413000","1759402000","7452849000","2029409000","6863564000",0,0,12295531000,4354611000,"1226583000","443872000","443872000","4.33","4.27",0.41,"368749000","-81247000","-219842000","65711000","671327000",15581000,"255.64","267.83","243.45","0.1525","0.0682","66.75","4.05","37.1",9.38,"0.1538","0.6345","0.4794","0.2109","0.32","3.43","0.867"
"5206","ROP",313,"Industrials",6,"ROP_quarterly_financial_data.xls","roper industries","roper industries inc","roper industries inc","2012","2012-12-31",98891400,98891400,1,"7071104000","1245542000","3383378000","1086210000","3687726000",0,0,5567724000,1503107000,"809910000","143530000","143530000","1.46","1.45",0.16,"211638000","-31414000","-166124000","15481000","370590000",9169000,"109.72","113.14","106.31","0.1379","0.0772","37.29","3.01","23.65",4.08,"0.1163","0.4076","0.5215","0.1615","0.48","2.05","1.1467"
"5208","RSG",315,"Industrials",6,"RSG_quarterly_financial_data.xls","republic services","republic services inc","republic services inc","2013","2013-12-31",360614010,360614010,1,"19949200000","1421900000","12043100000","1717100000","7903500000",2600000,0,11039900000,7002400000,"3419900000","236600000","236600000","0.66","0.66",0.26,"411000000","-197200000","-97800000","116000000","213300000",372300000,"33.79","35.29","32.29","0.0758","0.0297","21.92","1.57","25.79",6.62,"0.6071","0.886","0.3962","0.0581","0.51","0.11","0.8281"
"5210","RSG",315,"Industrials",6,"RSG_quarterly_financial_data.xls","republic services","republic services inc","republic services inc","2014","2014-12-31",353059223,353059223,1,"2.0094e+10","1391000000","12346200000","1.826e+09","7745300000",2500000,0,11129800000,7050800000,"2683700000","50300000","50300000","0.15","0.14",0.28,"428200000","-248800000","-217200000","-37800000","75200000",3.37e+08,"39.15","41.12","37.18","0.0699","0.0274","21.94","1.76","19.1",7.7,"0.7003","0.9103","0.3855","0.0516","0.53","0.26","0.7618"
"5213","RSG",315,"Industrials",6,"RSG_quarterly_financial_data.xls","republic services","republic services inc","republic services inc","2016","2016-12-31",339128998,339128998,1,"20629600000","1284500000","12935900000","1.812e+09","7691300000",2400000,0,11345500000,7653100000,"2868500000","189600000","189600000","0.56","0.56",0.32,"488200000","-208800000","-266600000","12800000","67800000",375800000,"53.59","58","49.18","0.0795","0.0297","22.68","2.38","31.34",10.1,"0.6904","0.995","0.3728","0.054","0.55","0.33","0.7089"
"5214","RSG",315,"Industrials",6,"RSG_quarterly_financial_data.xls","republic services","republic services inc","republic services inc","2015","2015-12-31",344869692,344869692,1,"20577200000","1230300000","12800600000","1834800000","7774100000",2500000,0,11391900000,7568700000,"2769900000","172200000","172200000","0.49","0.49",0.3,"355200000","-239600000","-185700000","-70100000","32400000",423100000,"43.01","45.35","40.67","0.0965","0.0363","22.54","1.91","24.16",8.86,"0.5383","0.9736","0.3778","0.0681","0.53","-0.2","0.6705"
"5217","RSG",315,"Industrials",6,"RSG_quarterly_financial_data.xls","republic services","republic services inc","republic services inc","2012","2012-12-31",362596989,362596989,1,"19616900000","1231300000","11911200000","1.695e+09","7703300000",2400000,0,11048700000,7051100000,"2028400000","127000000","127000000","0.34","0.35",0.23,"457100000","-245400000","-218100000","-6400000","67600000",3.88e+08,"28.11","29.97","26.25","0.0741","0.0292","21.24","1.32","16.44",5.63,"0.5787","0.9153","0.3927","0.0704","0.41","0.19","0.7264"
"5221","RSG",315,"Industrials",6,"RSG_quarterly_financial_data.xls","republic services","republic services inc","republic services inc","2017","2017-12-31",331213547,331213547,1,"2.1147e+10","1436800000","13185900000","2634800000","7958800000",2300000,0,11456500000,7480700000,"1031000000","664474000","664474000","2","2",0.35,"529200000","-465500000","-44300000","19400000","83300000",439700000,"65.03","68","62.05","0.1651","0.0613","24.03","2.83","27.44",11.43,"0.3498","0.9399","0.3764","0.1273","0.48","0.27","0.5453"
"5227","RTN",316,"Industrials",6,"RTN_quarterly_financial_data.xls","raytheon","raytheon company","raytheon co","2013","2013-12-31",314509000,314509000,1,"2.5967e+10","9.816e+09","1.477e+10","5.81e+09","1.1035e+10",1.62e+08,0,1.2764e+10,4.734e+09,"5870000000","531000000","531000000","1.66","1.66",0.55,"1101000000","-165000000","-582000000","354000000","3.296e+09",1.29e+08,"82.5","91.04","73.97","0.2173","0.0755","35.09","2.98","13.94",18.19,"0.353","0.429","0.425","0.0842","0.9","3.09","1.6895"
"5228","RTN",316,"Industrials",6,"RTN_quarterly_financial_data.xls","raytheon","raytheon company","raytheon co","2015","2015-12-31",298998000,298998000,1,"2.9281e+10","9.812e+09","1.8951e+10","6.126e+09","1.0128e+10",2.02e+08,0,1.5183e+10,5.33e+09,"6328000000","571000000","571000000","1.89","1.89",0.67,"826000000","-502000000","-449000000","-125000000","2.328e+09",1.67e+08,"116.82","127.95","105.69","0.2072","0.0723","33.87","3.47","17.2",23.28,"0.3905","0.5263","0.3459","0.0892","0.81","2.2","1.6017"
"5229","RTN",316,"Industrials",6,"RTN_quarterly_financial_data.xls","raytheon","raytheon company","raytheon co","2014","2014-12-31",307323000,307323000,1,"2.79e+10","1.0292e+10","1.8179e+10","5.93e+09","9.525e+09",1.96e+08,0,1.3061e+10,5.33e+09,"6143000000","582000000","582000000","1.88","1.88",0.6,"914000000","-633000000","307000000","588000000","3.222e+09",1.58e+08,"102.16","110.47","93.85","0.2019","0.0838","30.99","2.67","14.68",20.6,"0.3321","0.5596","0.3414","0.0983","0.85","2.46","1.7356"
"5231","RTN",316,"Industrials",6,"RTN_quarterly_financial_data.xls","raytheon","raytheon company","raytheon co","2016","2016-12-31",292880000,292880000,1,"3.0052e+10","1.0678e+10","1.9671e+10","6.427e+09","1.0066e+10",3.15e+08,0,1.4788e+10,5.335e+09,"6238000000","544000000","544000000","1.84","1.84",0.7325,"1141000000","135000000","-315000000","961000000","3.303e+09",2.25e+08,"141.75","150.54","132.97","0.2158","0.0753","34.37","3.98","18.93",26.21,"0.3911","0.53","0.335","0.0919","0.82","3.13","1.6614"
"5232","RTN",316,"Industrials",6,"RTN_quarterly_financial_data.xls","raytheon","raytheon company","raytheon co","2012","2012-12-31",326355000,326355000,1,"2.6686e+10","9.246e+09","1.8496e+10","5.902e+09","8.026e+09",1.64e+08,0,1.2756e+10,4.734e+09,"6439000000","469000000","469000000","1.42","1.42",0.5,"988000000","-690000000","-142000000","156000000","3.188e+09",1.51e+08,"56.64","59.28","54","0.2217","0.0733","24.59","2.06","9.75",15.99,"0.35","0.5898","0.3008","0.0773","0.95","2.56","1.5666"
"5235","RTN",316,"Industrials",6,"RTN_quarterly_financial_data.xls","raytheon","raytheon company","raytheon co","2017","2017-12-31",288506000,288506000,1,"3.086e+10","1.1326e+10","2.0588e+10","7.348e+09","9.963e+09",3.09e+08,0,1.5352e+10,4.75e+09,"6783000000","393000000","393000000","1.35","1.35",0.7975,"1623000000","-499000000","-332000000","792000000","3.115e+09",2.24e+08,"185.85","192.41","179.29","0.1927","0.0668","34.53","4.95","24.98",29.4,"0.4566","0.4768","0.3228","0.0798","0.84","4.85","1.5414"
"5248","S",317,"Telecommunication Services",10,"S_quarterly_financial_data.xls","sprint","sprint corporation","sprint corp","2015","2015-12-31",3971223232,3971223232,1,"7.9551e+10","6.561e+09","5.9218e+10","1.1062e+10","2.0333e+10",0,0,5.1434e+10,3.0429e+10,"8107000000","-836000000","-836000000","-0.21","-0.21",0,"806000000","-405000000","-198000000","203000000","2.175e+09",4.63e+08,"4.31","5.12","3.5","-0.0784","-0.0205","5.12","0.81","None",12.68,"None","1.4965","0.2556","None","0.4","0.09","0.5931"
"5249","S",317,"Telecommunication Services",10,"S_quarterly_financial_data.xls","sprint","sprint corporation","sprint corp","2014","2014-12-31",3957841420,3957841420,1,"8.3038e+10","1.0458e+10","6.0949e+10","1.2244e+10","2.2089e+10",0,0,5.2573e+10,3.2462e+10,"8973000000","-2379000000","-2379000000","-0.6","-0.6",0,"-233000000","-687000000","240000000","-680000000","3.455e+09",1.597e+09,"5.12","6.45","3.79","-0.1343","-0.0389","5.58","0.82","None",12.68,"None","1.4696","0.266","None","0.42","-0.46","0.8541"
"5252","S",317,"Telecommunication Services",10,"S_quarterly_financial_data.xls","sprint","sprint corporation","sprint corp","2016","2016-12-31",3987167109,3987167109,1,"8.1295e+10","1.0572e+10","6.2299e+10","1.3637e+10","1.8996e+10",0,0,5.0717e+10,3.0759e+10,"8549000000","-479000000","-479000000","-0.12","-0.12",0,"650000000","-1836000000","887000000","-299000000","3.707e+09",1.199e+09,"7.41","8.98","5.83","-0.076","-0.0184","4.76","1.52","None",12.68,"None","1.6192","0.2337","None","0.41","-0.14","0.7752"
"5254","S",317,"Telecommunication Services",10,"S_quarterly_financial_data.xls","sprint","sprint corporation","sprint corp","2013","2013-12-31",3935879158,3935879158,1,"8.6095e+10","1.3058e+10","6.0511e+10","1.0669e+10","2.5584e+10",0,0,5.6272e+10,3.2017e+10,"None","-1038000000","-1038000000","-0.26","-0.26",0,"-761000000","1299000000","-232000000","306000000","6.364e+09",2.084e+09,"8.7","11.47","5.92","-0.1171","-0.027","6.5","1.29","None",12.68,"None","1.2514","0.2972","None","None","-0.72","1.2239"
"5256","S",317,"Telecommunication Services",10,"S_quarterly_financial_data.xls","sprint","sprint corporation","sprint corp","2017","2017-12-31",4003046276,4003046276,1,"8.1419e+10","1.0165e+10","5.5114e+10","1.1071e+10","2.6235e+10",7e+07,0,5.0475e+10,3.2825e+10,"8239000000","7162000000","7162000000","1.79","1.76",0,"1166000000","152000000","-1680000000","-362000000","4.44e+09",1.302e+09,"6.71","8","5.42","0.3388","0.0847","6.55","1.41","None",12.68,"0","1.2512","0.3222","0.2141","0.4","-0.03","0.9182"
"5265","S",317,"Telecommunication Services",10,"S_quarterly_financial_data.xls","sprint","sprint corporation","sprint corp","2012","2012-12-31",3010769241,3010769241,1,"5.157e+10","1.3759e+10","4.4483e+10","8.874e+09","7.087e+09",0,0,2.2371e+10,2.3962e+10,"9005000000","-1322000000","-1322000000","-0.44","-0.44",0,"216000000","-2790000000","3280000000","706000000","6.351e+09",1.523e+09,"5.42","6.04","4.79","-0.4888","-0.0864","2.35","1.92","None",12.68,"None","3.3811","0.1374","None","0.71","-0.43","1.5505"
"5273","SBAC ",318,"Telecommunication Services",10,"SBAC_quarterly_financial_data.xls","sba communications","sba communications corporation","sba communications corp","2017","2017-12-31",116507867,116507867,1,"7320205000","259533000","9919319000","278905000","-2599114000",0,0,3598131000,9291536000,"443072000","7662000","7662000","0.06","0.06",0,"226998000","-314192000","23028000","-68167000","104295000",362008000,"158.14","173.97","142.31","None","0.0142","-22.31","None","188.26",0,"0","None","None","0.06","0.24","-1.16","0.9305"
"5288","SBAC ",318,"Telecommunication Services",10,"SBAC_quarterly_financial_data.xls","sba communications","sba communications corporation","sba communications corp","2016","2016-12-31",120977227,120977227,1,"7360945000","324571000","9356866000","873447000","-1995921000",0,0,3656924000,8149929000,"416505000","5258000","5258000","0.04","0.04",0,"228344000","-128022000","-108026000","-7835000","185970000",156757000,"105.97","116.27","95.66","None","0.0101","-16.5","None","129.23",0,"0","None","None","0.0467","0.22","0.59","0.3716"
"5289","SBAC ",318,"Telecommunication Services",10,"SBAC_quarterly_financial_data.xls","sba communications","sba communications corporation","sba communications corp","2015","2015-12-31",125257417,125257417,1,"7403215000","293960000","9109359000","273371000","-1706144000",0,0,3735413000,8524132000,"406941000","31015000","31015000","0.25","0.25",0,"202436000","-167790000","10424000","44768000","118039000",293611000,"110.78","121.45","100.12","None","-0.0234","-13.62","None","None",0,"None","None","None","None","0.22","-0.73","1.0753"
"5290","SBAC ",318,"Telecommunication Services",10,"SBAC_quarterly_financial_data.xls","sba communications","sba communications corporation","sba communications corp","2013","2013-12-31",128506612,128506612,1,"6783188000","343652000","6426222000","747673000","356966000",0,0,3387198000,5396685000,"335396000","-19165000","-19165000","-0.15","-0.15",0,"154539000","-375744000","157341000","-67297000","122112000",922355000,"84.49","92.21","76.77","-0.1154","-0.0085","2.78","24.21","None",0,"None","15.1182","0.0526","None","0.2","-5.97","0.4596"
"5291","SBAC ",318,"Telecommunication Services",10,"SBAC_quarterly_financial_data.xls","sba communications","sba communications corporation","sba communications corp","2012","2012-12-31",126954515,126954515,1,"6595617000","368563000","5930915000","863688000","652991000",11711000,0,3134133000,4883424000,"293841000","-52489000","-52489000","-0.42","-0.42",0,"103338000","-1309858000","-2693000","-1207946000","233099000",38804000,"66.71","71.17","62.25","-0.395","-0.0336","5.14","19.17","None",0,"None","7.4785","0.099","None","0.18","0.51","0.4267"
"5292","SBAC ",318,"Telecommunication Services",10,"SBAC_quarterly_financial_data.xls","sba communications","sba communications corporation","sba communications corp","2014","2014-12-31",129175989,129175989,1,"7841125000","326888000","8501925000","331050000","-660800000",0,0,4189540000,7829663000,"404733000","389000","389000","0","-0",0,"168464000","-578250000","1475000","-410814000","39443000",696282000,"113.31","122.79","103.83","None","-0.0031","-5.12","None","None",0,"None","None","None","None","0.2","-4.09","0.9874"
"5296","SBUX",319,"Consumer Discretionary",1,"SBUX_quarterly_financial_data.xls","starbucks","starbucks corporation","starbucks corp","2012","2012-12-30",749300000,1498600000,2,"8490100000","4.416e+09","3315100000","2390900000","5169300000",5700000,0,546800000,549600000,"3799600000","432200000","432200000","0.58","0.57",0.21,"1067300000","28700000","-434000000","663500000","1852100000",242300000,"24.8","27.45","22.14","0.2758","0.1737","3.45","7.21","27.71",0.86,"0.3987","0.1063","0.6089","0.1049","1.65","0.55","1.847"
"5300","SBUX",319,"Consumer Discretionary",1,"SBUX_quarterly_financial_data.xls","starbucks","starbucks corporation","starbucks corp","2014","2014-12-28",749800000,1499600000,2,"12351100000","4546100000","6193300000","3557500000","5775400000",382400000,0,2140400000,2048400000,"4803200000","983100000","983100000","1.31","1.3",0.32,"1425200000","-522500000","-668300000","148600000","1.857e+09",291800000,"38.75","42.1","35.39","0.4768","0.2304","3.85","11.01","28.6",1.91,"0.3467","0.3547","0.4676","0.1476","1.56","0.76","1.2779"
"5304","SBUX",319,"Consumer Discretionary",1,"SBUX_quarterly_financial_data.xls","starbucks","starbucks corporation","starbucks corp","2015","2015-12-27",1478100000,1478100000,1,"12943500000","4727700000","6960100000","4420100000","5981500000",1900000,0,2081400000,1947900000,"5373500000","687600000","687600000","0.46","0.46",0.2,"1636000000","-360100000","-528700000","733400000","2263500000",331800000,"59.41","64","54.81","0.4161","0.1952","4.05","15.16","32.64",2.63,"0.4347","0.3257","0.4621","0.1248","1.56","0.88","1.0696"
"5305","SBUX",319,"Consumer Discretionary",1,"SBUX_quarterly_financial_data.xls","starbucks","starbucks corporation","starbucks corp","2013","2013-12-29",755900000,1511800000,2,"10255200000","3759400000","5365700000","2.953e+09","4887400000",2100000,0,1138700000,2047900000,"4239600000","540700000","540700000","0.72","0.71",0.26,"-1401900000","-193300000","568900000","-1029900000","1545800000",256100000,"39.24","41.25","37.23","0.0229","0.0119","3.23","13.21","None",1.33,"6.0573","0.419","0.4766","0.0076","1.56","-1.1","1.2731"
"5307","SBUX",319,"Consumer Discretionary",1,"SBUX_quarterly_financial_data.xls","starbucks","starbucks corporation","starbucks corp","2017","2017-12-31",1405600000,1405600000,1,"18518500000","6883500000","12759600000","6841100000","5752100000",6800000,0,4.921e+09,4566500000,"6073700000","2250200000","2250200000","1.58","1.57",0.3,"1834000000","395000000","-1039700000","1199100000","3661400000",429300000,"56.85","60.05","53.66","0.774","0.2845","4.09","14.84","28.86",4.63,"0.3585","0.7939","0.3106","0.1929","1.47","1","1.0062"
"5314","SCHW",320,"Financials",4,"SCHW_quarterly_financial_data.xls","charles schwab","the charles schwab corporation","charles schwab corp","2012","2012-12-31",1277985901,1277985901,1,"1.33637e+11","None","1.24048e+11","None","9.589e+09",0,8.65e+08,1.547e+09,0,"1217000000","211000000","189000000","0.15","0.15",0.06,"893000000","-7418000000","10665000000","4140000000","1.2663e+10",4.1e+07,"13.48","14.47","12.5","0.1054","0.0078","6.83","2","20.42",3.1,"0.3466","0","0.0653","0.1802","0.04","0.67","None"
"5316","SCHW",320,"Financials",4,"SCHW_quarterly_financial_data.xls","charles schwab","the charles schwab corporation","charles schwab corp","2016","2016-12-31",1334969258,1334969258,1,"2.23383e+11","None","2.06962e+11","None","1.6421e+10",0,2.783e+09,1.371e+09,2.876e+09,"1977000000","522000000","478000000","0.35","0.37",0.07,"1688000000","-12731000000","11440000000","397000000","1.0828e+10",7.4e+07,"35.62","40.58","30.66","0.1342","0.0092","10.22","3.55","29.2",4.09,"0.2051","0.2109","0.0611","0.2335","0.04","1.21","None"
"5319","SCHW",320,"Financials",4,"SCHW_quarterly_financial_data.xls","charles schwab","the charles schwab corporation","charles schwab corp","2014","2014-12-31",1311054124,1311054124,1,"1.54642e+11","None","1.42839e+11","None","1.1803e+10",0,8.72e+08,1.454e+09,0,"1554000000","350000000","329000000","0.25","0.24",0.06,"860000000","-3539000000","5454000000","2775000000","1.1363e+10",9e+07,"27.12","30.89","23.35","0.1207","0.009","8.34","3.34","28.85",3.58,"0.2484","0","0.0707","0.2083","0.04","0.59","None"
"5322","SCHW",320,"Financials",4,"SCHW_quarterly_financial_data.xls","charles schwab","the charles schwab corporation","charles schwab corp","2013","2013-12-31",1298566869,1298566869,1,"1.43642e+11","None","1.33261e+11","None","1.0381e+10",0,8.69e+08,1.493e+09,0,"1433000000","319000000","297000000","0.23","0.23",0.06,"831000000","-2293000000","1828000000","366000000","7.728e+09",7.3e+07,"23.29","26","20.57","0.1108","0.0077","7.32","3.27","33.27",3.34,"0.3061","0","0.0662","0.1859","0.04","0.58","None"
"5325","SCHW",320,"Financials",4,"SCHW_quarterly_financial_data.xls","charles schwab","the charles schwab corporation","charles schwab corp","2015","2015-12-31",1320522900,1320522900,1,"1.83718e+11","None","1.70316e+11","None","1.3402e+10",0,1.459e+09,1.408e+09,0,"1691000000","416000000","378000000","0.29","0.28",0.06,"892000000","-9705000000","10425000000","1612000000","1.1978e+10",6.2e+07,"30.46","34.52","26.4","0.1173","0.0085","9.04","3.41","30.77",3.82,"0.2317","0","0.065","0.2142","0.04","0.63","None"
"5329","SCHW",320,"Financials",4,"SCHW_quarterly_financial_data.xls","charles schwab","the charles schwab corporation","charles schwab corp","2017","2017-12-31",1346473499,1346473499,1,"2.43274e+11","None","2.24749e+11","None","1.8525e+10",0,2.793e+09,1.335e+09,4.753e+09,"2242000000","597000000","550000000","0.41","0.41",0.08,"-565000000","-13242000000","15771000000","1964000000","1.4217e+10",1.33e+08,"47.36","52.52","42.2","0.1456","0.0102","11.68","4.17","30.17",4.41,"0.1968","0.3021","0.0647","0.253","0.04","-0.52","None"
"5334","SE",321,"Energy",3,"SE_quarterly_financial_data.xls","spectra energy","spectra energy corp","spectra energy corp","2014","2014-12-31",671089528,671089528,1,"3.404e+10","2.332e+09","2.3642e+10","3.809e+09","8.16e+09",2.238e+09,0,4.714e+09,1.2769e+10,"1600000000","316000000","316000000","0.46","0.47",0.37,"675000000","-5.82e+08","-9.7e+07","-6000000","215000000",5.99e+08,"36.25","40","32.5","0.1287","0.032","12.16","2.91","24.33",8.63,"0.8526","1.5648","0.2397","0.1833","0.17","0.11","0.6122"
"5335","SE",321,"Energy",3,"SE_quarterly_financial_data.xls","spectra energy","spectra energy corp","spectra energy corp","2012","2012-12-31",668132135,668132135,1,"3.0587e+10","1.663e+09","2.0744e+10","3.791e+09","8.972e+09",8.71e+08,0,4.513e+09,1.0653e+10,"1347000000","213000000","213000000","0.33","0.32",0.3,"484000000","-1.224e+09","6.89e+08","-52000000","94000000",6.07e+08,"28.38","30.22","26.55","0.1097","0.0322","13.43","2.16","18.43",6.04,"0.7967","1.1874","0.2933","0.1852","0.17","-0.18","0.4387"
"5337","SE",321,"Energy",3,"SE_quarterly_financial_data.xls","spectra energy","spectra energy corp","spectra energy corp","2016","2016-12-31",702293575,702293575,1,"3.6842e+10","1.772e+09","2.5303e+10","3.905e+09","7.157e+09",4.382e+09,0,4.181e+09,1.3624e+10,"1298000000","115000000","115000000","0.16","0.16",0.41,"427000000","-1.235e+09","6.46e+08","-159000000","305000000",1.216e+09,"41.23","43.71","38.76","0.0943","0.0195","10.19","3.87","93.7",11.73,"1.6351","1.9036","0.1943","0.141","0.14","-1.12","0.4538"
"5341","SE",321,"Energy",3,"SE_quarterly_financial_data.xls","spectra energy","spectra energy corp","spectra energy corp","2013","2013-12-31",670171444,670171444,1,"3.3533e+10","2.081e+09","2.321e+10","4.039e+09","8.494e+09",1.829e+09,0,4.81e+09,1.2969e+10,"1565000000","236000000","236000000","0.35","0.35",0.3,"630000000","1.564e+09","-2.151e+09","41000000","201000000",4.71e+08,"34.48","36.16","32.8","0.1183","0.031","12.67","2.59","22.68",7.25,"0.7839","1.5268","0.2533","0.1881","0.16","0.24","0.5152"
"5343","SE",321,"Energy",3,"SE_quarterly_financial_data.xls","spectra energy","spectra energy corp","spectra energy corp","2015","2015-12-31",671500270,671500270,1,"3.2923e+10","1.648e+09","2.3391e+10","3.392e+09","6.526e+09",3.006e+09,0,4.154e+09,1.2892e+10,"1316000000","-263000000","-263000000","-0.4","-0.4",0.37,"424000000","-1.279e+09","7.31e+08","-125000000","213000000",1.031e+09,"25.99","30.55","21.43","0.027","0.0059","9.72","2.42","22.41",10.11,"5.0698","1.9755","0.1982","0.0374","0.16","-0.9","0.4858"
