"","symbol","section","sub.section","group","date","Cap Ex as a % of Sales","Free Cash Flow Growth % YOY","Free Cash Flow/Net Income","Free Cash Flow/Sales %","Operating Cash Flow Growth % YOY"
"4614","CSCO","Cash Flow","Cash Flow Ratios",50,2011-07-01,NA,-2.84,NA,NA,NA
"4615","CSCO","Cash Flow","Cash Flow Ratios",50,2012-07-01,NA,16.4,NA,NA,NA
"4616","CSCO","Cash Flow","Cash Flow Ratios",50,2013-07-01,NA,13.21,NA,NA,NA
"4617","CSCO","Cash Flow","Cash Flow Ratios",50,2014-07-01,NA,-5.77,NA,NA,NA
"4618","CSCO","Cash Flow","Cash Flow Ratios",50,2015-07-01,NA,2.42,NA,NA,NA
"4619","CSCO","Cash Flow","Cash Flow Ratios",50,2016-07-01,NA,9.7,NA,NA,NA
"4620","CSCO","Cash Flow","Cash Flow Ratios",50,2017-07-01,NA,3.93,NA,NA,NA
"4621","CSCO","Cash Flow","Cash Flow Ratios",51,2008-07-01,3.21,NA,NA,NA,NA
"4622","CSCO","Cash Flow","Cash Flow Ratios",51,2009-07-01,2.78,NA,NA,NA,NA
"4623","CSCO","Cash Flow","Cash Flow Ratios",51,2010-07-01,2.52,NA,NA,NA,NA
"4624","CSCO","Cash Flow","Cash Flow Ratios",51,2011-07-01,2.72,NA,NA,NA,NA
"4625","CSCO","Cash Flow","Cash Flow Ratios",51,2012-07-01,2.44,NA,NA,NA,NA
"4626","CSCO","Cash Flow","Cash Flow Ratios",51,2013-07-01,2.39,NA,NA,NA,NA
"4627","CSCO","Cash Flow","Cash Flow Ratios",51,2014-07-01,2.7,NA,NA,NA,NA
"4628","CSCO","Cash Flow","Cash Flow Ratios",51,2015-07-01,2.5,NA,NA,NA,NA
"4629","CSCO","Cash Flow","Cash Flow Ratios",51,2016-07-01,2.33,NA,NA,NA,NA
"4630","CSCO","Cash Flow","Cash Flow Ratios",51,2017-07-01,2.01,NA,NA,NA,NA
"4631","CSCO","Cash Flow","Cash Flow Ratios",52,2008-07-01,NA,NA,NA,27.37,NA
"4632","CSCO","Cash Flow","Cash Flow Ratios",52,2009-07-01,NA,NA,NA,24.62,NA
"4633","CSCO","Cash Flow","Cash Flow Ratios",52,2010-07-01,NA,NA,NA,22.89,NA
"4634","CSCO","Cash Flow","Cash Flow Ratios",52,2011-07-01,NA,NA,NA,20.6,NA
"4635","CSCO","Cash Flow","Cash Flow Ratios",52,2012-07-01,NA,NA,NA,22.5,NA
"4636","CSCO","Cash Flow","Cash Flow Ratios",52,2013-07-01,NA,NA,NA,24.14,NA
"4637","CSCO","Cash Flow","Cash Flow Ratios",52,2014-07-01,NA,NA,NA,23.45,NA
"4638","CSCO","Cash Flow","Cash Flow Ratios",52,2015-07-01,NA,NA,NA,23.04,NA
"4639","CSCO","Cash Flow","Cash Flow Ratios",52,2016-07-01,NA,NA,NA,25.23,NA
"4640","CSCO","Cash Flow","Cash Flow Ratios",52,2017-07-01,NA,NA,NA,26.9,NA
"4641","CSCO","Cash Flow","Cash Flow Ratios",53,2008-07-01,NA,NA,1.34,NA,NA
"4642","CSCO","Cash Flow","Cash Flow Ratios",53,2009-07-01,NA,NA,1.45,NA,NA
"4643","CSCO","Cash Flow","Cash Flow Ratios",53,2010-07-01,NA,NA,1.18,NA,NA
"4644","CSCO","Cash Flow","Cash Flow Ratios",53,2011-07-01,NA,NA,1.37,NA,NA
"4645","CSCO","Cash Flow","Cash Flow Ratios",53,2012-07-01,NA,NA,1.29,NA,NA
"4646","CSCO","Cash Flow","Cash Flow Ratios",53,2013-07-01,NA,NA,1.18,NA,NA
"4647","CSCO","Cash Flow","Cash Flow Ratios",53,2014-07-01,NA,NA,1.41,NA,NA
"4648","CSCO","Cash Flow","Cash Flow Ratios",53,2015-07-01,NA,NA,1.26,NA,NA
"4649","CSCO","Cash Flow","Cash Flow Ratios",53,2016-07-01,NA,NA,1.16,NA,NA
"4650","CSCO","Cash Flow","Cash Flow Ratios",53,2017-07-01,NA,NA,1.34,NA,NA
"4651","CSX","Cash Flow","Cash Flow Ratios",49,2008-12-01,NA,NA,NA,NA,NA
"4652","CSX","Cash Flow","Cash Flow Ratios",49,2009-12-01,NA,NA,NA,NA,NA
"4653","CSX","Cash Flow","Cash Flow Ratios",49,2010-12-01,NA,NA,NA,NA,NA
"4654","CSX","Cash Flow","Cash Flow Ratios",49,2011-12-01,NA,NA,NA,NA,755
"4655","CSX","Cash Flow","Cash Flow Ratios",49,2012-12-01,NA,NA,NA,NA,NA
"4656","CSX","Cash Flow","Cash Flow Ratios",49,2013-12-01,NA,NA,NA,NA,NA
"4657","CSX","Cash Flow","Cash Flow Ratios",49,2014-12-01,NA,NA,NA,NA,233
"4658","CSX","Cash Flow","Cash Flow Ratios",49,2015-12-01,NA,NA,NA,NA,81
"4659","CSX","Cash Flow","Cash Flow Ratios",49,2016-12-01,NA,NA,NA,NA,-976
"4660","CSX","Cash Flow","Cash Flow Ratios",49,2017-12-01,NA,NA,NA,NA,NA
"4661","CSX","Cash Flow","Cash Flow Ratios",50,2008-12-01,NA,NA,NA,NA,NA
"4662","CSX","Cash Flow","Cash Flow Ratios",50,2009-12-01,NA,NA,NA,NA,NA
"4663","CSX","Cash Flow","Cash Flow Ratios",50,2010-12-01,NA,NA,NA,NA,NA
"4664","CSX","Cash Flow","Cash Flow Ratios",50,2011-12-01,NA,NA,NA,NA,NA
"4665","CSX","Cash Flow","Cash Flow Ratios",50,2012-12-01,NA,NA,NA,NA,NA
"4666","CSX","Cash Flow","Cash Flow Ratios",50,2013-12-01,NA,NA,NA,NA,NA
"4667","CSX","Cash Flow","Cash Flow Ratios",50,2014-12-01,NA,-629,NA,NA,NA
"4668","CSX","Cash Flow","Cash Flow Ratios",50,2015-12-01,NA,-962,NA,NA,NA
"4669","CSX","Cash Flow","Cash Flow Ratios",50,2016-12-01,NA,NA,NA,NA,NA
"4670","CSX","Cash Flow","Cash Flow Ratios",50,2017-12-01,NA,NA,NA,NA,NA
"4671","CSX","Cash Flow","Cash Flow Ratios",51,2008-12-01,15.46,NA,NA,NA,NA
"4672","CSX","Cash Flow","Cash Flow Ratios",51,2009-12-01,16,NA,NA,NA,NA
"4673","CSX","Cash Flow","Cash Flow Ratios",51,2010-12-01,17.16,NA,NA,NA,NA
"4674","CSX","Cash Flow","Cash Flow Ratios",51,2011-12-01,19.47,NA,NA,NA,NA
"4675","CSX","Cash Flow","Cash Flow Ratios",51,2012-12-01,19.9,NA,NA,NA,NA
"4676","CSX","Cash Flow","Cash Flow Ratios",51,2013-12-01,19.23,NA,NA,NA,NA
"4677","CSX","Cash Flow","Cash Flow Ratios",51,2014-12-01,19.33,NA,NA,NA,NA
"4678","CSX","Cash Flow","Cash Flow Ratios",51,2015-12-01,21.69,NA,NA,NA,NA
"4679","CSX","Cash Flow","Cash Flow Ratios",51,2016-12-01,21.66,NA,NA,NA,NA
"4680","CSX","Cash Flow","Cash Flow Ratios",51,2017-12-01,17.88,NA,NA,NA,NA
"4681","CSX","Cash Flow","Cash Flow Ratios",52,2008-12-01,NA,NA,NA,10.43,NA
"4682","CSX","Cash Flow","Cash Flow Ratios",52,2009-12-01,NA,NA,NA,6.78,NA
"4683","CSX","Cash Flow","Cash Flow Ratios",52,2010-12-01,NA,NA,NA,13.36,NA
"4684","CSX","Cash Flow","Cash Flow Ratios",52,2011-12-01,NA,NA,NA,10.12,NA
"4685","CSX","Cash Flow","Cash Flow Ratios",52,2012-12-01,NA,NA,NA,5.14,NA
"4686","CSX","Cash Flow","Cash Flow Ratios",52,2013-12-01,NA,NA,NA,7.93,NA
"4687","CSX","Cash Flow","Cash Flow Ratios",52,2014-12-01,NA,NA,NA,7.06,NA
"4688","CSX","Cash Flow","Cash Flow Ratios",52,2015-12-01,NA,NA,NA,6.84,NA
"4689","CSX","Cash Flow","Cash Flow Ratios",52,2016-12-01,NA,NA,NA,5.81,NA
"4690","CSX","Cash Flow","Cash Flow Ratios",52,2017-12-01,NA,NA,NA,12.55,NA
"4691","CSX","Cash Flow","Cash Flow Ratios",53,2008-12-01,NA,NA,0.86,NA,NA
"4692","CSX","Cash Flow","Cash Flow Ratios",53,2009-12-01,NA,NA,0.54,NA,NA
"4693","CSX","Cash Flow","Cash Flow Ratios",53,2010-12-01,NA,NA,0.91,NA,NA
"4694","CSX","Cash Flow","Cash Flow Ratios",53,2011-12-01,NA,NA,0.64,NA,NA
"4695","CSX","Cash Flow","Cash Flow Ratios",53,2012-12-01,NA,NA,0.32,NA,NA
"4696","CSX","Cash Flow","Cash Flow Ratios",53,2013-12-01,NA,NA,0.51,NA,NA
"4697","CSX","Cash Flow","Cash Flow Ratios",53,2014-12-01,NA,NA,0.46,NA,NA
"4698","CSX","Cash Flow","Cash Flow Ratios",53,2015-12-01,NA,NA,0.41,NA,NA
"4699","CSX","Cash Flow","Cash Flow Ratios",53,2016-12-01,NA,NA,0.38,NA,NA
"4700","CSX","Cash Flow","Cash Flow Ratios",53,2017-12-01,NA,NA,0.26,NA,NA
"4701","CTL","Cash Flow","Cash Flow Ratios",49,2008-12-01,NA,NA,NA,NA,-17.15
"4702","CTL","Cash Flow","Cash Flow Ratios",49,2009-12-01,NA,NA,NA,NA,84.43
"4703","CTL","Cash Flow","Cash Flow Ratios",49,2010-12-01,NA,NA,NA,NA,29.93
"4704","CTL","Cash Flow","Cash Flow Ratios",49,2011-12-01,NA,NA,NA,NA,105.46
"4705","CTL","Cash Flow","Cash Flow Ratios",49,2012-12-01,NA,NA,NA,NA,44.37
"4706","CTL","Cash Flow","Cash Flow Ratios",49,2013-12-01,NA,NA,NA,NA,-8.34
"4707","CTL","Cash Flow","Cash Flow Ratios",49,2014-12-01,NA,NA,NA,NA,-6.67
"4708","CTL","Cash Flow","Cash Flow Ratios",49,2015-12-01,NA,NA,NA,NA,-0.69
"4709","CTL","Cash Flow","Cash Flow Ratios",49,2016-12-01,NA,NA,NA,NA,-10.56
"4710","CTL","Cash Flow","Cash Flow Ratios",49,2017-12-01,NA,NA,NA,NA,-15.84
"4711","CTL","Cash Flow","Cash Flow Ratios",50,2008-12-01,NA,-19.53,NA,NA,NA
"4712","CTL","Cash Flow","Cash Flow Ratios",50,2009-12-01,NA,44.25,NA,NA,NA
"4713","CTL","Cash Flow","Cash Flow Ratios",50,2010-12-01,NA,44.52,NA,NA,NA
"4714","CTL","Cash Flow","Cash Flow Ratios",50,2011-12-01,NA,51.57,NA,NA,NA
"4715","CTL","Cash Flow","Cash Flow Ratios",50,2012-12-01,NA,75.75,NA,NA,NA
"4716","CTL","Cash Flow","Cash Flow Ratios",50,2013-12-01,NA,-20.18,NA,NA,NA
"4717","CTL","Cash Flow","Cash Flow Ratios",50,2014-12-01,NA,-14.74,NA,NA,NA
"4718","CTL","Cash Flow","Cash Flow Ratios",50,2015-12-01,NA,6.49,NA,NA,NA
"4719","CTL","Cash Flow","Cash Flow Ratios",50,2016-12-01,NA,-28.64,NA,NA,NA
"4720","CTL","Cash Flow","Cash Flow Ratios",50,2017-12-01,NA,-52.55,NA,NA,NA
"4721","CTL","Cash Flow","Cash Flow Ratios",51,2008-12-01,11.03,NA,NA,NA,NA
"4722","CTL","Cash Flow","Cash Flow Ratios",51,2009-12-01,15.21,NA,NA,NA,NA
"4723","CTL","Cash Flow","Cash Flow Ratios",51,2010-12-01,12.27,NA,NA,NA,NA
"4724","CTL","Cash Flow","Cash Flow Ratios",51,2011-12-01,15.71,NA,NA,NA,NA
"4725","CTL","Cash Flow","Cash Flow Ratios",51,2012-12-01,15.88,NA,NA,NA,NA
"4726","CTL","Cash Flow","Cash Flow Ratios",51,2013-12-01,16.84,NA,NA,NA,NA
"4727","CTL","Cash Flow","Cash Flow Ratios",51,2014-12-01,16.9,NA,NA,NA,NA
"4728","CTL","Cash Flow","Cash Flow Ratios",51,2015-12-01,16.04,NA,NA,NA,NA
"4729","CTL","Cash Flow","Cash Flow Ratios",51,2016-12-01,17.06,NA,NA,NA,NA
"4730","CTL","Cash Flow","Cash Flow Ratios",51,2017-12-01,17.59,NA,NA,NA,NA
"4731","CTL","Cash Flow","Cash Flow Ratios",52,2008-12-01,NA,NA,NA,21.79,NA
"4732","CTL","Cash Flow","Cash Flow Ratios",52,2009-12-01,NA,NA,NA,16.43,NA
"4733","CTL","Cash Flow","Cash Flow Ratios",52,2010-12-01,NA,NA,NA,16.77,NA
"4734","CTL","Cash Flow","Cash Flow Ratios",52,2011-12-01,NA,NA,NA,11.66,NA
"4735","CTL","Cash Flow","Cash Flow Ratios",52,2012-12-01,NA,NA,NA,17.12,NA
"4736","CTL","Cash Flow","Cash Flow Ratios",52,2013-12-01,NA,NA,NA,13.88,NA
"4737","CTL","Cash Flow","Cash Flow Ratios",52,2014-12-01,NA,NA,NA,11.87,NA
"4738","CTL","Cash Flow","Cash Flow Ratios",52,2015-12-01,NA,NA,NA,12.74,NA
"4739","CTL","Cash Flow","Cash Flow Ratios",52,2016-12-01,NA,NA,NA,9.31,NA
"4740","CTL","Cash Flow","Cash Flow Ratios",52,2017-12-01,NA,NA,NA,4.37,NA
"4741","CTL","Cash Flow","Cash Flow Ratios",53,2008-12-01,NA,NA,1.55,NA,NA
"4742","CTL","Cash Flow","Cash Flow Ratios",53,2009-12-01,NA,NA,1.26,NA,NA
"4743","CTL","Cash Flow","Cash Flow Ratios",53,2010-12-01,NA,NA,1.25,NA,NA
"4744","CTL","Cash Flow","Cash Flow Ratios",53,2011-12-01,NA,NA,3.12,NA,NA
"4745","CTL","Cash Flow","Cash Flow Ratios",53,2012-12-01,NA,NA,4.05,NA,NA
"4746","CTL","Cash Flow","Cash Flow Ratios",53,2013-12-01,NA,NA,-10.51,NA,NA
"4747","CTL","Cash Flow","Cash Flow Ratios",53,2014-12-01,NA,NA,2.77,NA,NA
"4748","CTL","Cash Flow","Cash Flow Ratios",53,2015-12-01,NA,NA,2.6,NA,NA
"4749","CTL","Cash Flow","Cash Flow Ratios",53,2016-12-01,NA,NA,2.6,NA,NA
"4750","CTL","Cash Flow","Cash Flow Ratios",53,2017-12-01,NA,NA,0.56,NA,NA
"4751","CTSH","Cash Flow","Cash Flow Ratios",49,2008-12-01,NA,NA,NA,NA,24.8
"4752","CTSH","Cash Flow","Cash Flow Ratios",49,2009-12-01,NA,NA,NA,NA,56.46
"4753","CTSH","Cash Flow","Cash Flow Ratios",49,2010-12-01,NA,NA,NA,NA,13.73
"4754","CTSH","Cash Flow","Cash Flow Ratios",49,2011-12-01,NA,NA,NA,NA,14.45
"4755","CTSH","Cash Flow","Cash Flow Ratios",49,2012-12-01,NA,NA,NA,NA,33.99
"4756","CTSH","Cash Flow","Cash Flow Ratios",49,2013-12-01,NA,NA,NA,NA,21.42
"4757","CTSH","Cash Flow","Cash Flow Ratios",49,2014-12-01,NA,NA,NA,NA,3.46
"4758","CTSH","Cash Flow","Cash Flow Ratios",49,2015-12-01,NA,NA,NA,NA,46.18
"4759","CTSH","Cash Flow","Cash Flow Ratios",49,2016-12-01,NA,NA,NA,NA,-24.72
"4760","CTSH","Cash Flow","Cash Flow Ratios",49,2017-12-01,NA,NA,NA,NA,48.49
"4761","CTSH","Cash Flow","Cash Flow Ratios",50,2008-12-01,NA,60.82,NA,NA,NA
"4762","CTSH","Cash Flow","Cash Flow Ratios",50,2009-12-01,NA,128.85,NA,NA,NA
"4763","CTSH","Cash Flow","Cash Flow Ratios",50,2010-12-01,NA,-2.78,NA,NA,NA
"4764","CTSH","Cash Flow","Cash Flow Ratios",50,2011-12-01,NA,1.34,NA,NA,NA
"4765","CTSH","Cash Flow","Cash Flow Ratios",50,2012-12-01,NA,42.8,NA,NA,NA
"4766","CTSH","Cash Flow","Cash Flow Ratios",50,2013-12-01,NA,38.66,NA,NA,NA
"4767","CTSH","Cash Flow","Cash Flow Ratios",50,2014-12-01,NA,8.49,NA,NA,NA
"4768","CTSH","Cash Flow","Cash Flow Ratios",50,2015-12-01,NA,49.15,NA,NA,NA
"4769","CTSH","Cash Flow","Cash Flow Ratios",50,2016-12-01,NA,-29.75,NA,NA,NA
"4770","CTSH","Cash Flow","Cash Flow Ratios",50,2017-12-01,NA,60.71,NA,NA,NA
"4771","CTSH","Cash Flow","Cash Flow Ratios",51,2008-12-01,6.02,NA,NA,NA,NA
"4772","CTSH","Cash Flow","Cash Flow Ratios",51,2009-12-01,2.34,NA,NA,NA,NA
"4773","CTSH","Cash Flow","Cash Flow Ratios",51,2010-12-01,4.04,NA,NA,NA,NA
"4774","CTSH","Cash Flow","Cash Flow Ratios",51,2011-12-01,4.71,NA,NA,NA,NA
"4775","CTSH","Cash Flow","Cash Flow Ratios",51,2012-12-01,4.55,NA,NA,NA,NA
"4776","CTSH","Cash Flow","Cash Flow Ratios",51,2013-12-01,2.96,NA,NA,NA,NA
"4777","CTSH","Cash Flow","Cash Flow Ratios",51,2014-12-01,2.07,NA,NA,NA,NA
"4778","CTSH","Cash Flow","Cash Flow Ratios",51,2015-12-01,2.2,NA,NA,NA,NA
"4779","CTSH","Cash Flow","Cash Flow Ratios",51,2016-12-01,2.22,NA,NA,NA,NA
"4780","CTSH","Cash Flow","Cash Flow Ratios",51,2017-12-01,1.92,NA,NA,NA,NA
"4781","CTSH","Cash Flow","Cash Flow Ratios",52,2008-12-01,NA,NA,NA,9.24,NA
"4782","CTSH","Cash Flow","Cash Flow Ratios",52,2009-12-01,NA,NA,NA,18.17,NA
"4783","CTSH","Cash Flow","Cash Flow Ratios",52,2010-12-01,NA,NA,NA,12.61,NA
"4784","CTSH","Cash Flow","Cash Flow Ratios",52,2011-12-01,NA,NA,NA,9.59,NA
"4785","CTSH","Cash Flow","Cash Flow Ratios",52,2012-12-01,NA,NA,NA,11.41,NA
"4786","CTSH","Cash Flow","Cash Flow Ratios",52,2013-12-01,NA,NA,NA,13.14,NA
"4787","CTSH","Cash Flow","Cash Flow Ratios",52,2014-12-01,NA,NA,NA,12.28,NA
"4788","CTSH","Cash Flow","Cash Flow Ratios",52,2015-12-01,NA,NA,NA,15.15,NA
"4789","CTSH","Cash Flow","Cash Flow Ratios",52,2016-12-01,NA,NA,NA,9.79,NA
"4790","CTSH","Cash Flow","Cash Flow Ratios",52,2017-12-01,NA,NA,NA,14.33,NA
"4791","CTSH","Cash Flow","Cash Flow Ratios",53,2008-12-01,NA,NA,0.6,NA,NA
"4792","CTSH","Cash Flow","Cash Flow Ratios",53,2009-12-01,NA,NA,1.11,NA,NA
"4793","CTSH","Cash Flow","Cash Flow Ratios",53,2010-12-01,NA,NA,0.79,NA,NA
"4794","CTSH","Cash Flow","Cash Flow Ratios",53,2011-12-01,NA,NA,0.66,NA,NA
"4795","CTSH","Cash Flow","Cash Flow Ratios",53,2012-12-01,NA,NA,0.8,NA,NA
"4796","CTSH","Cash Flow","Cash Flow Ratios",53,2013-12-01,NA,NA,0.95,NA,NA
"4797","CTSH","Cash Flow","Cash Flow Ratios",53,2014-12-01,NA,NA,0.88,NA,NA
"4798","CTSH","Cash Flow","Cash Flow Ratios",53,2015-12-01,NA,NA,1.16,NA,NA
"4799","CTSH","Cash Flow","Cash Flow Ratios",53,2016-12-01,NA,NA,0.85,NA,NA
"4800","CTSH","Cash Flow","Cash Flow Ratios",53,2017-12-01,NA,NA,1.41,NA,NA
"4801","CTXS","Cash Flow","Cash Flow Ratios",49,2008-12-01,NA,NA,NA,NA,8.96
"4802","CTXS","Cash Flow","Cash Flow Ratios",49,2009-12-01,NA,NA,NA,NA,4.73
"4803","CTXS","Cash Flow","Cash Flow Ratios",49,2010-12-01,NA,NA,NA,NA,27.34
"4804","CTXS","Cash Flow","Cash Flow Ratios",49,2011-12-01,NA,NA,NA,NA,10.19
"4805","CTXS","Cash Flow","Cash Flow Ratios",49,2012-12-01,NA,NA,NA,NA,20.53
"4806","CTXS","Cash Flow","Cash Flow Ratios",49,2013-12-01,NA,NA,NA,NA,13.42
"4807","CTXS","Cash Flow","Cash Flow Ratios",49,2014-12-01,NA,NA,NA,NA,-8.87
"4808","CTXS","Cash Flow","Cash Flow Ratios",49,2015-12-01,NA,NA,NA,NA,22.29
"4809","CTXS","Cash Flow","Cash Flow Ratios",49,2016-12-01,NA,NA,NA,NA,7.86
"4810","CTXS","Cash Flow","Cash Flow Ratios",49,2017-12-01,NA,NA,NA,NA,-18.6
"4811","CTXS","Cash Flow","Cash Flow Ratios",50,2008-12-01,NA,-28.16,NA,NA,NA
"4812","CTXS","Cash Flow","Cash Flow Ratios",50,2009-12-01,NA,68.07,NA,NA,NA
"4813","CTXS","Cash Flow","Cash Flow Ratios",50,2010-12-01,NA,29.61,NA,NA,NA
"4814","CTXS","Cash Flow","Cash Flow Ratios",50,2011-12-01,NA,5.26,NA,NA,NA
"4815","CTXS","Cash Flow","Cash Flow Ratios",50,2012-12-01,NA,21.03,NA,NA,NA
"4816","CTXS","Cash Flow","Cash Flow Ratios",50,2013-12-01,NA,12.8,NA,NA,NA
"4817","CTXS","Cash Flow","Cash Flow Ratios",50,2014-12-01,NA,-11.47,NA,NA,NA
"4818","CTXS","Cash Flow","Cash Flow Ratios",50,2015-12-01,NA,29.31,NA,NA,NA
"4819","CTXS","Cash Flow","Cash Flow Ratios",50,2016-12-01,NA,10.78,NA,NA,NA
"4820","CTXS","Cash Flow","Cash Flow Ratios",50,2017-12-01,NA,-14.17,NA,NA,NA
"4821","CTXS","Cash Flow","Cash Flow Ratios",51,2008-12-01,13.99,NA,NA,NA,NA
"4822","CTXS","Cash Flow","Cash Flow Ratios",51,2009-12-01,4.93,NA,NA,NA,NA
"4823","CTXS","Cash Flow","Cash Flow Ratios",51,2010-12-01,4.91,NA,NA,NA,NA
"4824","CTXS","Cash Flow","Cash Flow Ratios",51,2011-12-01,5.77,NA,NA,NA,NA
"4825","CTXS","Cash Flow","Cash Flow Ratios",51,2012-12-01,5.83,NA,NA,NA,NA
"4826","CTXS","Cash Flow","Cash Flow Ratios",51,2013-12-01,6,NA,NA,NA,NA
"4827","CTXS","Cash Flow","Cash Flow Ratios",51,2014-12-01,5.7,NA,NA,NA,NA
"4828","CTXS","Cash Flow","Cash Flow Ratios",51,2015-12-01,6.51,NA,NA,NA,NA
"4829","CTXS","Cash Flow","Cash Flow Ratios",51,2016-12-01,5.87,NA,NA,NA,NA
"4830","CTXS","Cash Flow","Cash Flow Ratios",51,2017-12-01,3.13,NA,NA,NA,NA
"4831","CTXS","Cash Flow","Cash Flow Ratios",52,2008-12-01,NA,NA,NA,15.2,NA
"4832","CTXS","Cash Flow","Cash Flow Ratios",52,2009-12-01,NA,NA,NA,25.06,NA
"4833","CTXS","Cash Flow","Cash Flow Ratios",52,2010-12-01,NA,NA,NA,27.96,NA
"4834","CTXS","Cash Flow","Cash Flow Ratios",52,2011-12-01,NA,NA,NA,25.01,NA
"4835","CTXS","Cash Flow","Cash Flow Ratios",52,2012-12-01,NA,NA,NA,25.82,NA
"4836","CTXS","Cash Flow","Cash Flow Ratios",52,2013-12-01,NA,NA,NA,25.81,NA
"4837","CTXS","Cash Flow","Cash Flow Ratios",52,2014-12-01,NA,NA,NA,21.22,NA
"4838","CTXS","Cash Flow","Cash Flow Ratios",52,2015-12-01,NA,NA,NA,32.59,NA
"4839","CTXS","Cash Flow","Cash Flow Ratios",52,2016-12-01,NA,NA,NA,34.92,NA
"4840","CTXS","Cash Flow","Cash Flow Ratios",52,2017-12-01,NA,NA,NA,29.03,NA
"4841","CTXS","Cash Flow","Cash Flow Ratios",53,2008-12-01,NA,NA,1.35,NA,NA
"4842","CTXS","Cash Flow","Cash Flow Ratios",53,2009-12-01,NA,NA,2.12,NA,NA
"4843","CTXS","Cash Flow","Cash Flow Ratios",53,2010-12-01,NA,NA,1.89,NA,NA
"4844","CTXS","Cash Flow","Cash Flow Ratios",53,2011-12-01,NA,NA,1.55,NA,NA
"4845","CTXS","Cash Flow","Cash Flow Ratios",53,2012-12-01,NA,NA,1.89,NA,NA
"4846","CTXS","Cash Flow","Cash Flow Ratios",53,2013-12-01,NA,NA,2.22,NA,NA
"4847","CTXS","Cash Flow","Cash Flow Ratios",53,2014-12-01,NA,NA,2.65,NA,NA
"4848","CTXS","Cash Flow","Cash Flow Ratios",53,2015-12-01,NA,NA,2.7,NA,NA
"4849","CTXS","Cash Flow","Cash Flow Ratios",53,2016-12-01,NA,NA,1.78,NA,NA
"4850","CTXS","Cash Flow","Cash Flow Ratios",53,2017-12-01,NA,NA,-39.58,NA,NA
"4851","CVS","Cash Flow","Cash Flow Ratios",49,2008-12-01,NA,NA,NA,NA,NA
"4852","CVS","Cash Flow","Cash Flow Ratios",49,2009-12-01,NA,NA,NA,NA,223
"4853","CVS","Cash Flow","Cash Flow Ratios",49,2010-12-01,NA,NA,NA,NA,NA
"4854","CVS","Cash Flow","Cash Flow Ratios",49,2011-12-01,NA,NA,NA,NA,NA
"4855","CVS","Cash Flow","Cash Flow Ratios",49,2012-12-01,NA,NA,NA,NA,NA
"4856","CVS","Cash Flow","Cash Flow Ratios",49,2013-12-01,NA,NA,NA,NA,NA
"4857","CVS","Cash Flow","Cash Flow Ratios",49,2014-12-01,NA,NA,NA,NA,NA
"4858","CVS","Cash Flow","Cash Flow Ratios",49,2015-12-01,NA,NA,NA,NA,338
"4859","CVS","Cash Flow","Cash Flow Ratios",49,2016-12-01,NA,NA,NA,NA,NA
"4860","CVS","Cash Flow","Cash Flow Ratios",49,2017-12-01,NA,NA,NA,NA,NA
"4861","CVS","Cash Flow","Cash Flow Ratios",50,2008-12-01,NA,NA,NA,NA,NA
"4862","CVS","Cash Flow","Cash Flow Ratios",50,2009-12-01,NA,NA,NA,NA,NA
"4863","CVS","Cash Flow","Cash Flow Ratios",50,2010-12-01,NA,NA,NA,NA,NA
"4864","CVS","Cash Flow","Cash Flow Ratios",50,2011-12-01,NA,NA,NA,NA,NA
"4865","CVS","Cash Flow","Cash Flow Ratios",50,2012-12-01,NA,NA,NA,NA,NA
"4866","CVS","Cash Flow","Cash Flow Ratios",50,2013-12-01,NA,NA,NA,NA,NA
"4867","CVS","Cash Flow","Cash Flow Ratios",50,2014-12-01,NA,NA,NA,NA,NA
"4868","CVS","Cash Flow","Cash Flow Ratios",50,2015-12-01,NA,73,NA,NA,NA
"4869","CVS","Cash Flow","Cash Flow Ratios",50,2016-12-01,NA,NA,NA,NA,NA
"4870","CVS","Cash Flow","Cash Flow Ratios",50,2017-12-01,NA,NA,NA,NA,NA
"4871","CVS","Cash Flow","Cash Flow Ratios",51,2008-12-01,2.49,NA,NA,NA,NA
"4872","CVS","Cash Flow","Cash Flow Ratios",51,2009-12-01,2.59,NA,NA,NA,NA
"4873","CVS","Cash Flow","Cash Flow Ratios",51,2010-12-01,2.09,NA,NA,NA,NA
"4874","CVS","Cash Flow","Cash Flow Ratios",51,2011-12-01,1.75,NA,NA,NA,NA
"4875","CVS","Cash Flow","Cash Flow Ratios",51,2012-12-01,1.65,NA,NA,NA,NA
"4876","CVS","Cash Flow","Cash Flow Ratios",51,2013-12-01,1.57,NA,NA,NA,NA
"4877","CVS","Cash Flow","Cash Flow Ratios",51,2014-12-01,1.53,NA,NA,NA,NA
"4878","CVS","Cash Flow","Cash Flow Ratios",51,2015-12-01,1.54,NA,NA,NA,NA
"4879","CVS","Cash Flow","Cash Flow Ratios",51,2016-12-01,1.25,NA,NA,NA,NA
"4880","CVS","Cash Flow","Cash Flow Ratios",51,2017-12-01,1.04,NA,NA,NA,NA
"4881","CVS","Cash Flow","Cash Flow Ratios",52,2008-12-01,NA,NA,NA,2.02,NA
"4882","CVS","Cash Flow","Cash Flow Ratios",52,2009-12-01,NA,NA,NA,1.51,NA
"4883","CVS","Cash Flow","Cash Flow Ratios",52,2010-12-01,NA,NA,NA,2.9,NA
