"","symbol","section","sub.section","group","category","date","value"
"4131","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,0.47304046685656
"4132","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,0.890917391631406
"4133","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,1.2568458276238
"4134","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,0.943867893002729
"4135","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,0.892487474016854
"4136","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,0.895231135454036
"4137","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,0.884686251768536
"4138","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,0.919466727890643
"4139","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,1.32262941708105
"4140","DE","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,1.8645259080945
"4141","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,1.99436787330317
"4142","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,2.54805900798176
"4143","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,4.82532230662983
"4144","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,3.96361755223881
"4145","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,4.30129002267574
"4146","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,3.57322528285466
"4147","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,2.60492108452951
"4148","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,2.9712262402624
"4149","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,4.2663868220339
"4150","DE","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,5.8540307172362
"4151","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,6.90192496459723
"4152","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,9.55131699596774
"4153","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,13.1351955052585
"4154","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,12.0450690748065
"4155","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,26.1144280068493
"4156","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,9.81617913736939
"4157","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,8.47677964152014
"4158","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,6.51051280427807
"4159","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,8.47972717667375
"4160","DE","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,22.8879030336364
"4161","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,4.3585765625
"4162","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,5.46842605042017
"4163","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,13.5063032786885
"4164","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,5.3173684729064
"4165","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,7.86940829596413
"4166","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,10.3948816532258
"4167","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,12.5130836734694
"4168","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,9.97504444444444
"4169","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,12.1857589254766
"4170","DFS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,14.1295035055351
"4171","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,0.712995159816546
"4172","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,0.981815537867538
"4173","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,1.35870408681286
"4174","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,1.65924475414013
"4175","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,2.38478135633085
"4176","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,3.05314257429475
"4177","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,3.34887730683025
"4178","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,2.56474726673532
"4179","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,3.13733405583031
"4180","DFS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,2.8939713010003
"4181","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,NA
"4182","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,NA
"4183","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,NA
"4184","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,NA
"4185","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,NA
"4186","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,2.42514642521166
"4187","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,2.56437097448766
"4188","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,2.0083193877551
"4189","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,2.5337596036036
"4190","DFS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,2.57938393398451
"4191","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,0.897417753330373
"4192","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,1.83756137632018
"4193","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,2.33572213013168
"4194","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,3.24724769750692
"4195","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,6.00155597500822
"4196","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,7.13933594853568
"4197","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,7.41987269472033
"4198","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,5.81560102854178
"4199","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,6.45120962124294
"4200","DFS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,5.49954569239631
"4201","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,63.3271735294118
"4202","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,28.3087086538462
"4203","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,21.6986456043956
"4204","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,19.0645594594595
"4205","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,20.3168378947368
"4206","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,21.4091665615142
"4207","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,20.0057830945559
"4208","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,18.4461511392405
"4209","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,20.8745194130925
"4210","DG","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2018-04-20,17.1118998223801
"4211","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,0.654707783706254
"4212","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,0.811151536537809
"4213","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,1.04523050057537
"4214","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,0.986124541770784
"4215","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,1.20706515990513
"4216","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,1.25622296572212
"4217","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,1.12982421988366
"4218","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,1.05524952697727
"4219","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,1.18605094474007
"4220","DG","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2018-04-20,1.12056661019982
"4221","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,NA
"4222","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,3.51325262529833
"4223","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,3.32700379106992
"4224","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,3.10288284457478
"4225","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,4.02104083333333
"4226","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,4.07854915865385
"4227","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,3.96480312322544
"4228","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,3.90892151287554
"4229","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,4.7642514683153
"4230","DG","Valuation Ratios","Valuation Ratios",88,"Price to Book",2018-04-20,4.55508255319149
"4231","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,11.9077113078261
"4232","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,14.3024566890882
"4233","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,16.5146419090909
"4234","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,13.9062343714286
"4235","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,17.099556137931
"4236","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,18.1277220049464
"4237","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,16.2471300365019
"4238","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,15.5982421008708
"4239","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,16.2477894841122
"4240","DG","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2018-04-20,14.5953490055494
"4241","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,15.0967336700337
"4242","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,13.5827284237726
"4243","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,11.6871380246914
"4244","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,17.567170890411
"4245","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,15.048562716763
"4246","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,8.81244025270758
"4247","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,16.4086078740157
"4248","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,13.9116400410678
"4249","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,19.8145645232816
"4250","DGX","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,17.7354903636364
"4251","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,1.21232040336598
"4252","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,1.32558683997317
"4253","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,1.15398414504132
"4254","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,1.11030603896104
"4255","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,1.12838741974807
"4256","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,1.04528415994962
"4257","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,1.21922466980498
"4258","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,1.31105092953423
"4259","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,1.68857530432468
"4260","DGX","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,1.77147847710468
"4261","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,2.43284313619099
"4262","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,2.4145686265503
"4263","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,2.00308544223445
"4264","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,2.29205268096515
"4265","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,1.98052594142259
"4266","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,1.82918392656426
"4267","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,2.15278223140496
"4268","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,2.11123985665316
"4269","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,2.62525517038778
"4270","DGX","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,2.74697823148409
"4271","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,8.26727244026341
"4272","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,9.91198584954865
"4273","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,7.49367163953488
"4274","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,9.17025948603352
"4275","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,7.01843666385847
"4276","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,11.456442648773
"4277","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,9.66411025586354
"4278","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,12.1280303888889
"4279","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,11.870573818522
"4280","DGX","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,11.6224064510638
"4281","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,7.07415808080808
"4282","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,10.812561849711
"4283","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,8.91766098484849
"4284","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,7.56762540192926
"4285","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,8.34448154761905
"4286","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,10.2098505263158
"4287","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,11.9454713498623
"4288","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,9.99491012658228
"4289","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,21.1546010958904
"4290","DHR","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,26.2513569405099
"4291","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,0.741324074663306
"4292","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,1.12217668055431
"4293","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,1.28124405378486
"4294","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,1.02530954042633
"4295","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,1.09478135564074
"4296","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,1.50877723305803
"4297","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,2.41312262365926
"4298","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,2.32710923278371
"4299","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,3.19706145634403
"4300","DHR","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,3.56918203709765
"4301","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,0.913092112125163
"4302","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,1.03805394006659
"4303","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,1.12698061273337
"4304","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,0.981046894539392
"4305","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,1.01364634851772
"4306","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,1.27121336828309
"4307","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,1.28632634233165
"4308","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,1.4079011589896
"4309","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,2.30490429850746
"4310","DHR","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,2.54370820752127
"4311","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,5.06325539322216
"4312","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,6.96920942365353
"4313","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,7.7157451415547
"4314","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,6.28265644135567
"4315","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,5.8537943057101
"4316","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,7.69455345941423
"4317","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,8.26163801915913
"4318","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,8.83469086428196
"4319","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,15.324472318569
"4320","DHR","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,18.8105539792984
"4321","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,8.81172807017544
"4322","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,16.4118721590909
"4323","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,16.7307926108374
"4324","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,13.7002595238095
"4325","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,14.8701115015974
"4326","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,21.390549112426
"4327","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,21.1897370892019
"4328","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,20.8040510204082
"4329","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,17.9100968586387
"4330","DIS","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,18.8945521968366
"4331","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,1.0341876045768
"4332","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,1.49822064579933
"4333","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,1.73819498021701
"4334","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,1.61170773692319
"4335","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,2.00141894796348
"4336","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,2.91023737323772
"4337","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,3.2528610107963
"4338","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,3.32059856380444
"4339","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,3.02347816625324
"4340","DIS","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,3.07689542695468
"4341","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,1.133149464185
"4342","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,1.59145426997245
"4343","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,1.73106569826707
"4344","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,1.71423306852036
"4345","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,2.09372240215924
"4346","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,2.9888406779661
"4347","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,3.37073487677371
"4348","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,3.69883345428157
"4349","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,3.73181290909091
"4350","DIS","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,3.79223992945326
"4351","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,7.18633153139919
"4352","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,10.6949403880332
"4353","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,10.0579074995439
"4354","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,9.42344359250786
"4355","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,10.6221428925433
"4356","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,13.8679646136267
"4357","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,16.2353685603272
"4358","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,15.9698600834174
"4359","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,12.7300489930372
"4360","DIS","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,13.7446960346755
"4361","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,14.7664591836735
"4362","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,24.4874171875
"4363","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,28.0370065789474
"4364","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,14.9536457142857
"4365","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,51.4879444444444
"4366","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,31.0089751677852
"4367","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,20.7530126506024
"4368","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,16.8860759493671
"4369","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,13.984693877551
"4370","DISCA","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,-37.9322016949153
"4371","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,1.35338479814116
"4372","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,3.852271529786
"4373","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,4.93318166486778
"4374","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,4.06848230326296
"4375","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,10.9739203900156
"4376","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,6.02688984751581
"4377","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,3.77767768347965
"4378","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,2.73726618705036
"4379","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,2.57351085116207
"4380","DISCA","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,1.87558263116543
"4381","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,0.735321646341463
"4382","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,1.43384693504117
"4383","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,1.94594748858447
"4384","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,1.21999440559441
"4385","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,1.74676386645127
"4386","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,2.35012070193286
"4387","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,2.57089559701493
"4388","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,1.9762962962963
"4389","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,2.05318352059925
"4390","DISCA","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,1.48113825281271
"4391","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,8.18928622144113
"4392","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,21.9097943256579
"4393","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,27.3688192365269
"4394","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,15.4158493090909
"4395","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,44.8043501273885
"4396","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,25.9601831175097
"4397","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,17.9568669855842
"4398","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,13.7056225528583
"4399","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,12.1777858703569
"4400","DISCA","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,7.9133698121547
"4401","DISH ","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,4.56971818181818
